uid,cat
19828669,0.529685
19834104,0.509143
19891385,0.509110
19898968,0.463326
19911013,0.519693
19925750,0.374487
19927246,0.488239
19940085,0.543978
20002401,0.647383
20320732,0.387710
20370009,0.525985
20444684,0.462158
20479813,0.611062
20485360,0.515366
20495784,0.458036
20563733,0.380590
20565828,0.576994
20597460,0.487987
20601355,0.470741
20631422,0.485134
20713061,0.318436
20733972,0.849510
20797433,0.527170
20800806,0.499246
20824022,0.389305
20834145,0.538122
20863953,0.690050
20912252,0.530248
20961223,0.595072
21056670,0.634630
21111098,0.552765
21157904,0.544421
21163774,0.342287
21173031,0.431784
21265109,0.548453
21282579,0.558262
21312077,0.597456
21324442,0.483187
21355783,0.239219
21367529,0.497614
21431618,0.375465
21457760,0.524754
21461944,0.964242
21524994,0.354195
21537009,0.294186
21600671,0.981135
21692297,0.957612
21725307,0.480193
21768283,0.586933
21786220,0.594364
21907474,0.439939
21946424,0.770310
21980851,0.445504
21982720,0.503231
22005666,0.449222
22053247,0.535014
22065051,0.453551
22084332,0.588090
22182810,0.716251
22228362,0.295214
22293499,0.565562
22313347,0.104696
22402879,0.472591
22489176,0.540003
22568938,0.467273
22591029,0.242943
22630531,0.628134
22728672,0.512989
22737278,0.549807
22831059,0.612015
22869375,0.825405
22903890,0.526139
22933975,0.634556
22952100,0.408727
23001277,0.495306
23139642,0.258663
23202279,0.543818
23239595,0.452621
23244977,0.528330
23410387,0.631460
23420032,0.436340
23442900,0.493073
23458577,0.303933
23566062,0.581279
23600262,0.619546
23680387,0.620819
23683237,0.475756
23721547,0.632314
23722338,0.560614
23724083,0.578794
23839068,0.528039
23908154,0.448086
23970102,0.109562
24004161,0.461342
24024964,0.499550
24048309,0.619924
24091175,0.360694
24173766,0.334520
24196431,0.488538
24321412,0.494437
24325228,0.469880
24382424,0.478956
24431892,0.338638
24462845,0.541319
24469207,0.266490
24546965,0.545387
24553611,0.287195
24619328,0.312392
24751102,0.450284
24754443,0.513108
24771990,0.499277
24773493,0.577992
24891056,0.505549
25062618,0.454873
25376782,0.613489
25422037,0.511777
25470277,0.468028
25523383,0.606333
25653022,0.627499
25700780,0.512876
25703657,0.619719
25837158,0.532929
25907345,0.513019
26073624,0.364985
26166038,0.598665
26186655,0.797154
26447622,0.448186
26448815,0.496005
26671291,0.590890
26838084,0.640556
26996910,0.536277
27044466,0.592019
27067245,0.410108
27109629,0.525050
27254400,0.519570
27311044,0.466240
27382597,0.153817
27392088,0.426450
27535392,0.467943
27754737,0.051568
28389123,0.292259
28390436,0.619075
28417752,0.462437
28421062,0.503477
28428796,0.332517
28583679,0.296407
28611932,0.445638
28708693,0.833898
28884165,0.431001
29461066,0.501538
29501253,0.586050
29810999,0.419166
29828407,0.383647
30020457,0.537269
30024076,0.430042
30229527,0.565819
30260471,0.540726
30453215,0.565015
30534986,0.452888
30687343,0.569125
30738693,0.355396
31146195,0.522803
31218079,0.472022
31237069,0.574826
31464192,0.464261
31524308,0.511999
31630823,0.513335
31970121,0.541418
32291954,0.889007
32370124,0.503267
32506723,0.451615
32522055,0.557171
32698651,0.525858
32901775,0.499813
33089758,0.511157
33276161,0.449232
33428464,0.171740
33581258,0.478500
33598182,0.518544
33650159,0.538406
33655490,0.432686
33962024,0.521359
33965228,0.702632
34340464,0.483490
34377792,0.349477
34574304,0.613514
34833836,0.533530
35567897,0.561627
35688200,0.475449
35728482,0.470580
35758363,0.702531
35766688,0.705170
35779221,0.441291
36532324,0.367346
36715157,0.512973
36848129,0.498061
36940614,0.563628
37031780,0.338393
37171200,0.502263
37925384,0.519206
38059716,0.423195
38356380,0.471158
38527519,0.500786
38542427,0.519723
38568814,0.752981
38992631,0.131626
39279821,0.349652
39604218,0.481210
39608768,0.505486
39871383,0.518171
40182386,0.535520
40271429,0.419755
40367637,0.614176
40602195,0.277282
40713594,0.554431
40910906,0.393285
40985398,0.497557
41016473,0.552766
41035664,0.465791
41043688,0.496743
41410702,0.203114
41614718,0.541747
41867187,0.526146
41911585,0.720304
42026991,0.468256
42084426,0.565912
42130355,0.547848
42222668,0.543320
42229538,0.507931
42244985,0.529936
42256596,0.527243
42295835,0.740107
42895967,0.443446
43216109,0.479850
43612335,0.535462
43933689,0.234264
44036125,0.448403
44431389,0.551634
44433231,0.619134
44495316,0.575185
44534427,0.390219
44638576,0.647041
44666093,0.517977
44970004,0.299406
45382058,0.530285
45438720,0.497963
45801800,0.539797
45943310,0.746355
46286327,0.508785
46315702,0.405930
46817943,0.622152
46909096,0.520383
47208642,0.509600
47360640,0.484409
47448886,0.594324
47609159,0.115410
47611798,0.545493
47738336,0.473950
47801895,0.388963
48103098,0.541371
48459553,0.418298
48462847,0.539522
48789206,0.473302
49031364,0.161613
49035017,0.524843
49140008,0.191708
49159617,0.316166
49349804,0.060209
49494776,0.554724
49729058,0.155879
49825358,0.557276
49910253,0.931331
49964679,0.425645
50073507,0.304611
50206233,0.509277
50427352,0.517199
50574380,0.560840
50678562,0.456434
51194212,0.544744
51244287,0.009297
51537566,0.477345
51798402,0.960240
52076995,0.266834
52237499,0.432319
52304376,0.617184
52482547,0.501874
52702957,0.531432
52718518,0.583994
52771152,0.559520
52897731,0.540328
53104326,0.584999
53309297,0.588104
53848598,0.504507
54081679,0.528519
54193002,0.538953
54602427,0.361686
54941938,0.151107
55310956,0.781784
55398550,0.509957
55643849,0.631950
55677432,0.637026
55684796,0.544187
56001656,0.857094
56452670,0.572035
56586281,0.539135
56586687,0.542511
56838529,0.646231
56867302,0.519640
57377201,0.431890
57389552,0.767639
57435654,0.237915
58074184,0.538355
58209656,0.457624
58542624,0.490268
58569513,0.626280
58915476,0.800725
59217500,0.141177
59917627,0.754615
59961072,0.522379
60140764,0.540353
61003613,0.387698
61028046,0.406785
61890677,0.657690
62132257,0.563625
62521603,0.521525
62950213,0.519471
63048772,0.471245
63073834,0.751829
63228779,0.315136
63818888,0.567308
64015215,0.540387
64405579,0.466076
64617552,0.562102
65272235,0.584515
65981979,0.290562
66336739,0.525139
66536279,0.505319
66618159,0.498414
67181051,0.710214
67576760,0.544116
67819141,0.667471
67973860,0.473215
69229697,0.330446
70162470,0.531872
70477603,0.464745
70515960,0.546804
72273570,0.418741
72325394,0.183583
72638139,0.522789
73170404,0.544332
73730139,0.471387
73829388,0.583589
74230885,0.546147
74517909,0.452809
74548068,0.503944
74662993,0.529123
75422403,0.763277
75893701,0.708573
76200159,0.623906
76221819,0.501106
76452765,0.490138
76540301,0.426997
76570908,0.466067
77050817,0.741547
77544463,0.239815
77875702,0.590480
79258361,0.650653
80290374,0.382773
80415454,0.506709
80624266,0.501604
81014765,0.266204
81089137,0.637206
82014214,0.589888
82167518,0.817783
82179637,0.535085
82419517,0.490423
82969624,0.792740
83283585,0.519810
83967276,0.604508
84126644,0.611241
84482355,0.496044
85041406,0.357929
85127375,0.851496
85794542,0.532679
86439208,0.548039
87030767,0.351302
87051556,0.502371
87278897,0.199178
88348765,0.484036
88551731,0.658339
88620317,0.396357
88791057,0.580672
88940350,0.485436
88957942,0.700857
89781370,0.666407
90647602,0.627902
91863101,0.503163
91882544,0.735329
92186819,0.713564
92431821,0.262630
92528463,0.560416
93029202,0.470634
93574095,0.463785
94125439,0.642998
94454080,0.495506
94551207,0.514494
95303730,0.240429
95595053,0.469527
95687767,0.456554
96043691,0.535538
96426017,0.596128
96824952,0.419322
97223142,0.448483
97575423,0.579893
97583689,0.585660
99386572,0.579014
100110769,0.569814
100402803,0.619366
100612482,0.521927
100673651,0.471017
100880543,0.640919
101626804,0.505042
101783862,0.653711
102116396,0.566583
102150935,0.442484
102192639,0.440326
102446768,0.447252
102773721,0.495774
103508045,0.325974
103706347,0.621075
103849564,0.509922
103893110,0.365497
104588893,0.469383
104727439,0.538977
104811393,0.512132
105764853,0.717778
106843663,0.500902
107290835,0.536084
107374598,0.510487
108196727,0.456507
109307442,0.530755
109756379,0.511102
110265621,0.609041
110375093,0.505309
110632424,0.498026
110911172,0.513604
111163086,0.548706
111345339,0.568251
111475826,0.484596
112255767,0.603764
112533514,0.535770
112576406,0.320280
113163844,0.550657
113346201,0.402179
113431424,0.467462
113476423,0.667773
113758100,0.465755
114007315,0.461609
114024610,0.493218
114548995,0.503435
114887629,0.137564
115119048,0.433231
115230067,0.611033
115979444,0.492611
116341480,0.263308
116830038,0.499465
116835497,0.304608
116845797,0.436626
117233982,0.588515
117529976,0.529437
118245138,0.358184
119074643,0.445431
119495864,0.985355
119571473,0.657516
120550648,0.374036
120835788,0.462543
121626258,0.490037
122167306,0.261387
122592298,0.557029
123035277,0.428523
123266709,0.515483
123327472,0.486168
123738314,0.468929
123879401,0.564645
124275780,0.466966
124567146,0.505921
124653833,0.571346
124763921,0.559486
125706625,0.449613
125931208,0.406027
126401831,0.505590
126628076,0.493545
126668055,0.399368
126778508,0.432955
126783082,0.452409
128733097,0.404308
129350395,0.517426
129679132,0.548626
130171234,0.541169
131262336,0.543698
132564528,0.526365
133801267,0.421317
133832049,0.704495
134249298,0.744676
134849548,0.428202
134924292,0.526279
135344405,0.702327
135620804,0.392273
137327982,0.461289
137525850,0.540138
138910709,0.493900
138977055,0.492520
139738464,0.112445
139853489,0.548796
140047339,0.505867
140564601,0.549899
140571506,0.478963
141311466,0.542191
141946686,0.402622
142075152,0.605992
142716668,0.518733
143159371,0.479792
145042229,0.550169
145518909,0.605463
145708791,0.515967
147128025,0.527026
147450056,0.552274
147712159,0.817214
148828676,0.570588
148846102,0.518991
149965942,0.465902
152204625,0.575073
152818187,0.303287
153198298,0.549161
154139987,0.518437
154621647,0.446584
155773979,0.580364
156045092,0.526149
156745023,0.485882
156831916,0.433832
157665372,0.567836
160219862,0.498873
160348847,0.504725
160724902,0.542887
161210880,0.396881
161487326,0.541728
161971127,0.517233
162473641,0.451929
162524508,0.458671
163180737,0.717391
163250093,0.518088
163939556,0.473798
164369297,0.699939
164447901,0.617462
166107508,0.487647
166272944,0.663101
166618587,0.539351
166633303,0.448926
166764102,0.380809
167024520,0.563023
167214012,0.525331
167898719,0.552437
168507420,0.547931
169018290,0.428122
169518455,0.476635
170547167,0.560531
170801530,0.335356
171213128,0.476096
171598736,0.647924
172962811,0.536357
173216568,0.501002
175075708,0.432734
176153330,0.528947
176659323,0.441872
176850599,0.430206
176909116,0.129609
176910659,0.411179
177169769,0.523854
177549638,0.616797
177583197,0.372744
177592870,0.477624
178836499,0.380395
179070296,0.588128
179732982,0.247427
179948811,0.383844
180633258,0.273804
180653053,0.540174
182446060,0.522807
184780576,0.333628
185277740,0.441901
185506471,0.535627
185903495,0.517893
186621181,0.511504
187253039,0.512814
187377716,0.435435
187658030,0.550737
188744528,0.249907
189408784,0.521542
190328374,0.550040
190537400,0.519223
191049947,0.865322
192028431,0.572723
192379122,0.525583
193069286,0.471841
193796574,0.754038
194222922,0.431336
195829353,0.781680
197095038,0.547954
197417201,0.380858
198488053,0.403210
199875709,0.487609
201008210,0.528749
202472938,0.580230
202480627,0.505642
209739174,0.216043
210002058,0.532309
211871567,0.224474
211932365,0.545483
212129844,0.517488
212634446,0.453634
212934500,0.531225
213761225,0.553023
215911580,0.242389
216419836,0.623587
216554380,0.602989
217145597,0.548247
218526734,0.437284
218975278,0.166771
218993683,0.432329
219867689,0.495967
220523088,0.521379
221162525,0.566237
221179155,0.560925
221637541,0.509347
221762308,0.425485
223554780,0.623293
224351666,0.518406
224391627,0.461447
225068510,0.551559
225970038,0.519940
226219881,0.479258
227083634,0.089873
227595374,0.486084
230450027,0.805522
231129000,0.575042
231558689,0.532350
231895094,0.137736
233761277,0.572472
233949261,0.422609
234224660,0.522040
234872414,0.542826
236511574,0.721121
236906055,0.628157
237131131,0.511466
237348797,0.593123
237820048,0.520883
238064439,0.463543
238206354,0.532765
238862918,0.316079
239964758,0.396722
240303484,0.696963
240431327,0.606164
240913462,0.423984
240984102,0.481077
241922493,0.290849
243624699,0.542112
243639047,0.293629
243666326,0.239836
244268646,0.477051
245237505,0.536120
245358984,0.590398
245412130,0.467835
246403554,0.828178
247196478,0.645947
247854534,0.471835
247890865,0.629637
247905865,0.455098
247981000,0.531351
248109607,0.473360
248286601,0.478485
248498819,0.805405
249379601,0.470888
249542934,0.553376
250912539,0.198744
251831537,0.513763
251986226,0.515142
252046831,0.518741
252989813,0.479332
253081186,0.541123
253110749,0.585203
254283743,0.512541
254640843,0.881730
254910150,0.390526
255557651,0.067100
256426166,0.514215
256765371,0.485600
257048770,0.552009
257145200,0.497759
257186608,0.539851
257251498,0.519286
257529281,0.354988
257774605,0.509180
257801856,0.488002
257912039,0.381531
258203630,0.556197
258335849,0.798465
258540965,0.582609
258900199,0.703558
260036406,0.035299
261060577,0.630910
261066642,0.444040
261309062,0.271048
261350404,0.555036
262341541,0.457288
262349987,0.514524
262396353,0.487968
263433749,0.249652
264377994,0.525642
265183253,0.529160
265512657,0.470412
265678117,0.478787
265685365,0.533453
266247126,0.651652
267021392,0.491176
267938462,0.626445
268757302,0.481299
270053769,0.502807
270425776,0.584810
271127232,0.518270
271208038,0.533106
271997092,0.557721
273028251,0.481834
273130714,0.520092
273177474,0.575190
273189570,0.623371
273280418,0.524695
273417461,0.547250
273448833,0.513605
274704311,0.528565
274746177,0.548944
274813393,0.484603
277227522,0.449077
277719684,0.508577
278163308,0.588969
279333899,0.545017
279692503,0.684433
279711316,0.377858
280721456,0.617676
281560271,0.469646
281909255,0.403904
282392522,0.434884
283110084,0.493484
283284818,0.366784
283499967,0.796307
284210345,0.293226
285744541,0.455180
286680865,0.809613
287407722,0.507346
288915151,0.485163
289145118,0.668657
289623381,0.515958
290011697,0.471761
291553031,0.264281
292699555,0.514423
293269370,0.407686
293465310,0.534101
293765638,0.543173
293816619,0.585699
294452239,0.789513
294991606,0.689600
295601582,0.397375
296946929,0.170429
298240756,0.456772
298718098,0.495100
298915258,0.524036
301799554,0.520633
302422512,0.482220
304222354,0.599678
305056580,0.597140
305216911,0.716141
305435798,0.674439
306614871,0.541329
306962931,0.811701
307897150,0.448113
308500560,0.659683
308861333,0.477855
309999584,0.327261
310199546,0.566931
310271883,0.724137
310586465,0.388850
311621168,0.593365
312797318,0.501140
312997895,0.501525
313008342,0.447271
313545488,0.415178
314797521,0.478202
314927206,0.536526
315244005,0.638718
315615420,0.524738
315657427,0.770759
316227968,0.511755
317808744,0.559599
318669118,0.496472
318681017,0.551755
320027703,0.439409
321589427,0.493664
321732170,0.591397
322134353,0.522493
322688820,0.353215
322868425,0.381382
323063606,0.406980
324828033,0.690010
326944732,0.528288
327526580,0.526653
329525509,0.733681
329899747,0.487195
330537050,0.476499
330718614,0.334679
331142058,0.611038
331376866,0.520785
331797450,0.493250
332638577,0.534558
332819736,0.494250
333615931,0.297821
333720818,0.391635
334069080,0.562380
334753435,0.444030
335033945,0.415326
335066641,0.492646
338701477,0.508644
340506013,0.528030
342460950,0.479362
342499618,0.430387
342893296,0.497763
343501683,0.496565
343653872,0.608888
344166129,0.539610
344464386,0.552580
345104604,0.535856
346043982,0.524447
347745538,0.551234
347971482,0.483531
348321777,0.451648
348819508,0.388168
349386919,0.559788
352547206,0.590943
353138804,0.555971
354197301,0.514540
354771693,0.535196
357461232,0.302155
357810318,0.470849
357936154,0.299117
358305500,0.313381
358421123,0.053133
359019937,0.537990
359119320,0.437615
359652362,0.521124
363247022,0.637860
363437423,0.446535
364514085,0.521042
364916934,0.415900
364968370,0.394008
366008526,0.490932
366939898,0.528950
367308660,0.543190
368204729,0.549896
370216378,0.592313
371726146,0.548168
372082694,0.487291
372892570,0.515881
373656619,0.488025
373758798,0.589152
374331041,0.447590
375374016,0.531009
376542499,0.444513
377188795,0.095234
377683003,0.454267
378181419,0.579306
380608558,0.494442
381144077,0.538315
381515832,0.517016
383906575,0.439549
385088319,0.383802
385521710,0.707347
385841800,0.280709
386553462,0.389569
386640525,0.504046
387528139,0.560941
387862476,0.715733
388540227,0.541387
388585144,0.474044
388666653,0.641080
388777195,0.514834
389236289,0.387328
389744436,0.509753
390477696,0.533032
390526317,0.531476
396158429,0.290260
396904079,0.475222
398045016,0.495601
398284768,0.522822
399617039,0.335823
400691253,0.525137
401859102,0.583105
402329017,0.542552
402434614,0.455532
405652616,0.514908
407805674,0.231833
407880875,0.384772
408168342,0.487796
408220808,0.505078
413362813,0.603829
413395567,0.595130
414191125,0.507581
414257018,0.591159
416305947,0.455440
418308596,0.501792
419161713,0.526187
421573665,0.552775
421863694,0.502861
424446981,0.262125
426251923,0.531280
427654338,0.660668
427847925,0.435698
428176844,0.500866
428741825,0.339221
428880240,0.251554
429543135,0.542430
430924698,0.577823
432973716,0.271787
435336487,0.514649
437190314,0.500482
438449199,0.323963
439434273,0.490748
440201085,0.490343
444361536,0.554075
444374745,0.552315
445317667,0.474037
446332475,0.531868
448792429,0.552066
456916306,0.506090
459846845,0.562184
463414347,0.447020
463422324,0.599837
464790606,0.517808
466920813,0.654469
469885689,0.476484
469921287,0.688190
470420282,0.528599
471306651,0.195074
471617923,0.569129
472145673,0.301606
472515859,0.564069
472522579,0.286927
473469102,0.505574
473524536,0.514198
473782936,0.536287
475274619,0.474660
475404591,0.337019
476512333,0.518074
478070780,0.559890
478309668,0.406075
479953114,0.524690
480655666,0.611615
480786828,0.559174
480804118,0.633243
480928357,0.658081
481430749,0.555674
483078503,0.499360
487840423,0.173521
488724506,0.505659
489720219,0.389130
491472275,0.532914
493015263,0.518294
494550045,0.465710
495447462,0.521934
496293711,0.544973
498563302,0.678396
500058151,0.515128
501322226,0.506264
503662020,0.555075
507415283,0.360380
509473454,0.499637
513778623,0.517622
514718176,0.628274
517840915,0.460899
517907432,0.549819
518027987,0.488842
519017852,0.472409
519505793,0.522285
520011678,0.481911
520697434,0.561760
523629500,0.514691
524649683,0.492707
524916657,0.551785
526977284,0.491312
533278348,0.416323
533713424,0.592939
534638680,0.244375
534745180,0.403000
535400371,0.232755
536781820,0.571347
538547125,0.328497
539492347,0.234736
540316720,0.577548
540351762,0.492544
540815308,0.515110
542230961,0.586808
543780273,0.873722
543899246,0.536076
544751564,0.544239
546964954,0.369023
547630729,0.523588
549596819,0.521532
549824334,0.523305
550272650,0.549338
555579293,0.547493
557465085,0.387362
562390825,0.511615
562517854,0.983556
562981626,0.752174
563387452,0.266905
564091125,0.341123
564273480,0.467116
564813651,0.480091
565042773,0.508653
565469671,0.864842
568695530,0.764113
570437806,0.335995
571483825,0.454217
571964470,0.478339
575504644,0.681767
576012298,0.321013
579377606,0.463343
579491814,0.553366
583390972,0.524352
586125611,0.517927
586132952,0.289782
586319054,0.474234
589754331,0.533348
590294390,0.608389
591584517,0.486924
592348961,0.372687
593175315,0.666751
593667852,0.484553
594156339,0.435098
594368622,0.505684
595713196,0.468385
596869617,0.537321
598348855,0.961266
600470774,0.490050
601290874,0.200240
601979135,0.494894
606726493,0.775896
606735694,0.613177
606981387,0.500818
611358661,0.445786
611403956,0.524579
617318310,0.503019
619362392,0.531503
625177508,0.539816
625955310,0.426048
626006840,0.445825
626331458,0.564835
627212847,0.564843
630030255,0.300058
633426347,0.496710
634904655,0.475453
701392680,0.561024
703599787,0.504472
724816394,0.547569
727242919,0.448563
730587960,0.382652
731965982,0.428056
733028388,0.569079
741492187,0.608137
747697374,0.510698
748310160,0.463559
749598222,0.367475
751011565,0.531280
754129262,0.444479
757345172,0.540143
758636750,0.526159
764423749,0.453920
768415572,0.533009
779495720,0.465209
780786054,0.602477
783142584,0.486486
789205164,0.553819
790055636,0.489728
798762666,0.667654
804734372,0.563901
805307714,0.518952
805333129,0.494191
809108984,0.532364
811624796,0.644707
816614216,0.585311
818551056,0.490368
820068792,0.553869
822540241,0.515657
822568802,0.455418
829859839,0.544816
830829828,0.445937
838265496,0.541029
838557542,0.364536
840528662,0.728111
842475074,0.581354
845139168,0.594477
849162614,0.415904
853748822,0.509131
860160420,0.522835
869207839,0.446303
873546254,0.354054
876656678,0.429725
879506286,0.520269
885659928,0.519449
887203226,0.484543
889115678,0.437275
896342461,0.447427
898952310,0.523574
900035040,0.517799
901209434,0.588087
903105691,0.528863
904396772,0.555026
905282768,0.563463
912634680,0.529788
915924998,0.532899
917749700,0.490191
918009306,0.678626
922427654,0.538988
923985200,0.456945
925795734,0.586195
930506466,0.686923
931594219,0.594205
931892910,0.575773
932585497,0.429713
936040214,0.556982
939015420,0.516090
942156122,0.579618
942868836,0.450896
948471642,0.527542
948620310,0.597694
952334024,0.506742
963145339,0.555279
963275773,0.506333
965133673,0.458961
966638065,0.418390
967423477,0.502463
970818296,0.532254
979818301,0.536328
993483668,0.461606
993962845,0.479909
996067051,0.489213
1003130904,0.649570
1009864844,0.381886
1010979907,0.583387
1017808566,0.489167
1018620445,0.542551
1024827330,0.467783
1024999375,0.519630
1025313223,0.400859
1031872406,0.500067
1046175163,0.532458
1051333165,0.531148
1057566710,0.609282
1068545598,0.395403
1069353853,0.559978
1071841692,0.499031
1072520654,0.560595
1081819903,0.553239
1098402872,0.448042
1104346478,0.473867
1115336587,0.409524
1123212380,0.579757
1134387428,0.553702
1143368334,0.440924
1146533180,0.528966
1155273433,0.518680
1164373388,0.515952
1166969684,0.512539
1176527791,0.513743
1188132697,0.450614
1190604492,0.533668
1193686536,0.466114
1199397170,0.521576
1216086978,0.518207
1216795250,0.555488
1242653575,0.406859
1247418349,0.960385
1249892281,0.479269
1250538404,0.131439
1251052585,0.424361
1251872904,0.464340
1258209258,0.442396
1265169745,0.343630
1268625612,0.431910
1270837801,0.550528
1271691679,0.550842
1287439165,0.536550
1289674926,0.551634
1297729854,0.699224
1311764197,0.354151
1313339132,0.245514
1319295614,0.551422
1328464994,0.546595
1334785333,0.481804
1334852306,0.580602
1338330434,0.521049
1340365914,0.428723
1353324606,0.521408
1354732754,0.502217
1355828240,0.581111
1360631528,0.662492
1370926345,0.498210
1375306027,0.510484
1377573355,0.474603
1380718279,0.585228
1380808520,0.540532
1387885346,0.551435
1403202007,0.584295
1406691746,0.480517
1407972582,0.194434
1414117614,0.506343
1417040330,0.564732
1418887076,0.618009
1421631721,0.649967
1421998471,0.498662
1428047612,0.547028
1435509080,0.467233
1450526228,0.281950
1456761750,0.520570
1458563664,0.531165
1460760210,0.536845
1469822852,0.432430
1470960901,0.411411
1478211248,0.600421
1480505023,0.351436
1483880702,0.533550
1488897421,0.173077
1495088653,0.559522
1499145156,0.032391
1506845246,0.525199
1510817994,0.650656
1512191946,0.514405
1516193521,0.640833
1525578882,0.524225
1536791610,0.630819
1548227732,0.527582
1549686492,0.376934
1551868069,0.508878
1559350598,0.504782
1571714280,0.491180
1590693098,0.469082
1592078822,0.557411
1592635465,0.568101
1600195111,0.470472
1601889872,0.529545
1610741862,0.577438
1614251834,0.666972
1629339452,0.542053
1645478802,0.491915
1645759142,0.871346
1646771184,0.191290
1647061712,0.517542
1654488295,0.547628
1660314608,0.592335
1681857542,0.629924
1692555433,0.420965
1692609740,0.479248
1697300972,0.852127
1702560355,0.485518
1707682164,0.540454
1723952785,0.595707
1725346819,0.647413
1854917430,0.468862
1858270231,0.527008
1858415868,0.594259
1861412166,0.491608
1869036517,0.241557
1881112440,0.576949
1884904412,0.442061
1892830382,0.531364
1899432967,0.386531
1900539194,0.656631
1901990995,0.512376
1909557109,0.285960
1912576375,0.521869
1927205629,0.515451
1954451161,0.628403
1957716374,0.501691
1963094388,0.497033
1963712388,0.263215
1966845822,0.541949
1967614440,0.541011
1975823378,0.574239
2148580382,0.495446
2150350748,0.573257
2153710723,0.527336
2154273384,0.515377
2159855251,0.538046
2178009186,0.499604
2191061814,0.563019
2198704819,0.501777
2203894490,0.462821
2208173625,0.349451
2216018301,0.534358
2225785909,0.480474
2233452180,0.443172
2233635295,0.635952
2233646658,0.479209
2244682254,0.294123
2246240480,0.561933
2247466446,0.538903
2248799216,0.526054
2257976822,0.711617
2270543852,0.137050
2275605806,0.548573
2278767387,0.540829
2279949104,0.211253
2279996258,0.735864
2280884857,0.565425
2280933884,0.403450
2288286854,0.580359
2292547999,0.518168
2298671550,0.591417
2300073361,0.620712
