"uid"	"cat"	"name"	"screen_name"	"description"	"verified"	"location"	"lat"	"lon"	"country"	"created_at"	"followers_count"	"friends_count"	"statuses_count"	"favourites_count"	"listed_count"
98458379	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
359516410	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
34122276	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
75475026	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
18697888	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
17238590	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
236026761	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
71416149	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
22545491	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
333043953	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
35767305	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1699623224	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
39454438	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
858646280	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
129760550	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
48549738	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
949835311	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
307629778	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2177123702	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
886157270	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
3310908151	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
176796221	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
416722509	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
49598131	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
3236873507	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
11007662	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
519896893	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
347193582	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2360448613	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2330731525	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
292505409	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
779097842	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4601118140	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
47057647	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
447546057	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
39279043	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
139972615	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2738717665	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
36498673	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
65557909	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
54561993	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
41898879	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
19788618	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
94915480	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
972662461	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
99144305	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4706570813	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
42880362	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2881301715	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2550890816	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
3025003720	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
29086472	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2230473230	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
144612867	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
3681348617	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4481163393	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4432916014	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
258567574	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
201547553	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
14630564	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
454912111	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2433566857	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
245953646	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
37769574	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1528242061	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
224444406	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
133758692	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
48444278	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
20867272	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
803826720	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1720817863	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
532676436	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1074310886	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2499303607	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4718150518	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
49733766	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
16028034	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
416842611	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
292362121	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4180165829	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
355696604	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
3012414755	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
595578809	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
998576058	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4020420568	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1645328954	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
137733112	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
21659492	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4701041535	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
3303928256	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
3237579812	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
113072081	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
429695311	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2195608503	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2730970120	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
73829621	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
22963273	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
3639474493	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
137514668	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
22997510	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
16305487	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
357561890	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2497454401	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
364010095	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
346815292	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
25911706	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
57684806	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
20144167	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
31290464	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2355934457	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
361870867	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
525761544	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
305163717	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1021559718	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
44032833	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
3002952799	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
8849102	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2345807090	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
343772856	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2644762419	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2339476988	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
53192639	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
18653454	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1348083672	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
36444204	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
932966863	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1113351625	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
112541613	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
756899642	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
15976705	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
36837724	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
306939659	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1202789064	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
24355160	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
30421467	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
705577153	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
18205761	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
19877680	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
230568536	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
248995042	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
895314493	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
406068993	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
64302962	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1011766976	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4141559359	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
58670024	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2497157000	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
150135224	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
93152866	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
100554315	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
21137449	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
28362018	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
624774427	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
501170062	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2926366047	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
387383722	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
57540655	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
62277577	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
383922702	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
133021695	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
3964226699	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
224311355	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1871547854	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
38731527	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
603886018	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
24613220	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
724878049	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
830877463	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
19457805	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1074522702	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
130604407	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
331355788	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
16474156	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
63504074	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
3307944937	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2874009869	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
723146082	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
217446893	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
39548912	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
325304262	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
60602837	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4623339201	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
581543787	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
44990696	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
734160380	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
81723807	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
30349661	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
240932929	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
358521305	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
218150364	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
21055261	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
50351465	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
3065907707	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
23104649	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
18020811	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2326854693	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
211271465	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
326480958	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
